 TOTAL,AMOUNT,DATE,DATE OF EVENT,DESCRIPTION,DISCOUNT,DONATION,ESTIMATE TOTAL,ESTIMATED HOURS,ESTIMATED TOTAL,HOURS,HOURS/UNITS,OCCURANCE,SUBTOTAL,TOTAL,rate,sheet
,,,2015-05-29,Sub Total,,,,,,,,,1222.5,1158.75,Part Time Member Weekend Rate - Full day & Multi room discount,515006 CODE2040
,,,2015-04-15,On Broadway,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Atrium,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Jingletown Lounge,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,85,,2015-04-15,OMI Gallery,,,,,,2.5,,,212.5,212.5,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Meridian Room,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Uptown,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,45,,2015-04-15,Downtown,,,,,,4,,,180,180,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,East Oakland,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,West Oakland,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Set Up & Break Down,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,IHO Staffing,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Standard Janitorial/Waste Removal Fee,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,A/V Sound Technician,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Coffee Service,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Compostables,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Security,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,,,,,,,,,,,0,Part Time Member Weekday Rate,415014 CJ Callen
,,,2015-04-15,Total,,,,,,,,,392.5,392.5,Part Time Member Weekday Rate,415014 CJ Callen
,255,,2015-06-27,On Broadway,0.25,,,,,,8,,2040,1530,Part Time Member Weekend Rate -- Multi Day Discount,115012-2 Habitry
,50,,2015-06-27,Set Up & Break Down,,,,,,,1,,50,50,Part Time Member Weekend Rate -- Multi Day Discount,115012-2 Habitry
,30,,2015-06-27,Site Manager/Staffing,,,,,,,9,,270,270,Part Time Member Weekend Rate -- Multi Day Discount,115012-2 Habitry
,90,,2015-06-27,Janitorial Fee (Bathrooms Only),,,,,,,Flat Fee,,90,90,Part Time Member Weekend Rate -- Multi Day Discount,115012-2 Habitry
,12,,2015-06-27,Coffee & Tea Service ($12/thermos),,,,,,,4,,48,48,Part Time Member Weekend Rate -- Multi Day Discount,115012-2 Habitry
,,,2015-06-27,SUBTOTAL,,,,,,,,,2498,1988,Part Time Member Weekend Rate -- Multi Day Discount,115012-2 Habitry
,,2014-05-06,,Atrium,,,,,,,,,,0,,2054 Tessa Finlev
,,2014-05-06,,On Broadway,,,,,,,,,,0,,2054 Tessa Finlev
,,2014-05-06,,Jingletown Lounge,,,,,,,,,,0,,2054 Tessa Finlev
,95,2014-05-06,,Omi Gallery,,,,,,4,,,,380,,2054 Tessa Finlev
,,2014-05-06,,Downtown Conference Room,,,,,,,,,,0,,2054 Tessa Finlev
,25,2014-05-06,,Set-up/Break-down ,,,,,,2,,,,50,,2054 Tessa Finlev
,,2014-05-06,,Standard Cleaning Fee,,,,,,,,,,0,,2054 Tessa Finlev
,,2014-05-06,,A/V Tech Support (with setup/breakdown time),,,,,,,,,,0,,2054 Tessa Finlev
,,2014-05-06,,Total,,,,,,,,,,430,,2054 Tessa Finlev
,375,2014-11-06,,Entire Space,,,,,,4,,,,1500,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,225,2014-11-06,,On Broadway,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,150,2014-11-06,,Atrium,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,comped,2014-11-06,,Omi Gallery,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,75,2014-11-06,,Set Up & Break Down,,,,,,4,,,,300,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,175,2014-11-06,,Early Closing Fee,,,,,,Flat Fee,,,,175,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,500,2014-11-06,,Large Party Cleaning Fee,,,,,,Flat Fee,,,,500,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,40,2014-11-06,,A/V Technician,,,,,,6,,,,240,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,,2014-11-06,,Coffee Service,,,,,,,,,,0,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,,2014-11-06,,Security,,,,,,,,,,0,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,,2014-11-06,,Total,,,,,,,,,,2715,Part Time Member Weekday Rate,2090 Mandela Marketplace_Final
,540,,2015-04-25,Entire Lower Floor,0.1,,,,,5.5,,,2970,2673,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,315,,2015-04-25,On Broadway,,,,,,,,,,,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,225,,2015-04-25,Atrium,,,,,,,,,,,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,180,,2015-04-25,Jingletown Lounge,0.1,,,,,5.5,,,990,891,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-04-25,OMI Gallery,,,,,,,,,,0,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-04-25,Meridian Room,,,,,,,,,,0,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-04-25,Uptown,,,,,,,,,,0,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-04-25,Downtown,,,,,,,,,,0,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,65,,2015-04-25,East Oakland,0.1,,,,,5.5,,,357.5,321.75,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-04-25,West Oakland,,,,,,,,,,0,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,75,,2015-04-25,Set Up & Break Down,,,,,,4,,,300,300,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,500,,2015-04-25,Large Party Janitorial Fee,,,,,,Flat Fee,,,500,500,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,40,,2015-04-25,A/V Technician,,,,,,8,,,320,320,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-04-25,Coffee Service,,,,,,,,,,,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-04-25,Total,,,,,,,,,5437.5,5005.75,Non Member Weekend Rate - Multi room discount,2199 Redwood Day School
,,,2015-06-09,On Broadway,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,195,,2015-06-09,Atrium,0.15,,,,,,3,,585,497.25,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Jingletown Lounge,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,115,,2015-06-09,OMI Gallery,0.15,,,,,,3,,345,293.25,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Meridian Room,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Uptown,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Downtown,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,East Oakland,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,West Oakland,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,75,,2015-06-09,Setup/Reset,,,,,,,2,,150,150,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,40,,2015-06-09,IHO Staffing ,,,,,,,5,,200,200,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,250,,2015-06-09,Standard Janitorial/Waste Removal Fee ,,,,,,,Flat Fee,,250,250,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Additional Services As Needed,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Speciality A/V Sound Technician ,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Coffee Service ,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Compostable Dishware & Silverware,,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Security (Outsourced upon request),,,,,,,,,,,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-06-09,Total,,,,,,,,,1530,1390.5,Non  Member Weekday Rate  - Multi Room Discount,512003 Facebook HR
,,,2015-01-27,On Broadway,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,Atrium,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,150,,2015-01-27,Jingletown Lounge,,,,,,,2,,300,300,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,OMI Gallery,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,Meridian Room,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,Uptown,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,Downtown,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,East Oakland,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,West Oakland,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,50,,2015-01-27,Set Up & Break Down,,,,,,,2.5,,125,125,Non Member Weekday Rate,115011 Defy Ventures
,35,,2015-01-27,IHO Staffing,,,,,,,4.5,,157.5,157.5,Non Member Weekday Rate,115011 Defy Ventures
,300,,2015-01-27,Standard Janitorial Fee,,,,,,,Flat Fee,,300,300,Non Member Weekday Rate,115011 Defy Ventures
,50,,2015-01-27,Waste Removal,,,,,,,Flat Fee,,50,50,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,A/V Technician,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,Coffee Service ,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,Security,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,,,,,,,,,,,0,Non Member Weekday Rate,115011 Defy Ventures
,,,2015-01-27,Total,,,,,,,,,932.5,932.5,Non Member Weekday Rate,115011 Defy Ventures
,50,,2015-06-18,Cancellation Fee,,,,,,,Flat Fee,,50,50,Full Time Member Weekday Rate - Partner Discount,415001-2 Agents of Change 
,,,2015-06-18,,,,,,,,,,,0,Full Time Member Weekday Rate - Partner Discount,415001-2 Agents of Change 
,,,2015-06-18,Total,,,,,,,,,50,50,Full Time Member Weekday Rate - Partner Discount,415001-2 Agents of Change 
,40,,2015-06-13,A/V Technician,,,,,,,3,,120,120,,215011-2 Kaiser HNS Grad
,,,2015-06-13,,,,,,,,,,,0,,215011-2 Kaiser HNS Grad
,,,2015-06-13,Total,,,,,,,,,120,120,,215011-2 Kaiser HNS Grad
,210,,2015-05-02,On Broadway,,0.15,,,,,10,,2100,1785,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Atrium,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Jingletown Lounge,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,OMI Gallery,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Meridian Room,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Uptown,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Downtown,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,East Oakland,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,West Oakland,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,75,,2015-05-02,Set Up & Reset,,,,,,,2,,150,150,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,40,,2015-05-02,IHO Staffing,,,,,,,12,,480,480,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,500,,2015-05-02,Large Party Janitorial Fee,,,,,,,Flat Fee,,500,500,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,A/V Technician,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Coffee Service ,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Security,,,,,,,,,0,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,,,,,,,,,,,0,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2015-05-02,Total,,,,,,,,,3230,2915,Full Time Member Weekend Rate -- Full day discount,315008 Kapor Center
,,,2014-12-13,On Broadway,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,Atrium,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,189,,2014-12-13,Jingletown Lounge,0.15,,,,,8,,,1512,1285.2,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,OMI Gallery,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,Meridian Room,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,Uptown,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,Downtown,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,East Oakland,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,West Oakland,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,40,,2014-12-13,Weekend Staffing,,,,,,10.5,,,420,420,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,250,,2014-12-13,Janitorial Fee,,,,,,Flat Fee,,,250,250,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,,,,,,,,,,,0,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,,,2014-12-13,Total,,,,,,,,,2182,1955.2,Non Member Weekend Rate  - Full Day Discount,2176 ACOE_Synergy Day
,210,?,,On Broadway,,,,,,1,,,,210,Full Time Member Weekend Rate,2093 BGC  Extended Use Fee
,,?,,Total,,,,,,,,,,210,Full Time Member Weekend Rate,2093 BGC  Extended Use Fee
,295,,2015-09-17,On Broadway,,,,,,,3,,885,885,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Atrium,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Jingletown Lounge,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,OMI Gallery,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Meridian Room,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Uptown,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Downtown,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,East Oakland,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,West Oakland,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,50,,2015-09-17,Set Up & Reset,,,,,,,2,,100,100,Non Member Weekday Rate,715011 Food Craft Institute
,35,,2015-09-17,IHO Staffing,,,,,,,5,,175,175,Non Member Weekday Rate,715011 Food Craft Institute
,250,,2015-09-17,Standard Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,250,250,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Additional Services As Needed,,,,,,,,,,,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Speciality A/V Sound Technician,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Coffee Service,,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,"Compostables: cutlery, sm plates, napkins, cups",,,,,,,,,,0,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Security (Outsourced upon request),,,,,,,,,,,Non Member Weekday Rate,715011 Food Craft Institute
,,,2015-09-17,Total,,,,,,,,,1410,1410,Non Member Weekday Rate,715011 Food Craft Institute
,500,2014-11-06,,Entire Space,,,,,,4,,,,2000,Part Time Member Weekday Rate,2090 Mandela Marketplace
,225,2014-11-06,,On Broadway,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace
,150,2014-11-06,,Atrium,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace
,comped,2014-11-06,,Omi Gallery,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace
,65,2014-11-06,,Uptown,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace
,60,2014-11-06,,*Courtyard,,,,,,,,,,,Part Time Member Weekday Rate,2090 Mandela Marketplace
,75,2014-11-06,,Set Up & Break Down,,,,,,4,,,,300,Part Time Member Weekday Rate,2090 Mandela Marketplace
,175,2014-11-06,,Early Closing Fee,,,,,,Flat Fee,,,,175,Part Time Member Weekday Rate,2090 Mandela Marketplace
,500,2014-11-06,,Large Party Cleaning Fee,,,,,,Flat Fee,,,,500,Part Time Member Weekday Rate,2090 Mandela Marketplace
,40,2014-11-06,,A/V Technician,,,,,,5,,,,200,Part Time Member Weekday Rate,2090 Mandela Marketplace
,,2014-11-06,,Coffee Service,,,,,,,,,,0,Part Time Member Weekday Rate,2090 Mandela Marketplace
,,2014-11-06,,Security,,,,,,,,,,0,Part Time Member Weekday Rate,2090 Mandela Marketplace
,,2014-11-06,,Total,,,,,,,,,,3175,Part Time Member Weekday Rate,2090 Mandela Marketplace
,295,,2015-09-16,On Broadway,,,,,,,3,,885,885,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Atrium,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Jingletown Lounge,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,OMI Gallery,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Meridian Room,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Uptown,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Downtown,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,East Oakland,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,West Oakland,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,50,,2015-09-16,Set Up & Reset,,,,,,,2,,100,100,Non Member Weekday Rate,715010 TriNet
,35,,2015-09-16,IHO Staffing,,,,,,,5,,175,175,Non Member Weekday Rate,715010 TriNet
,250,,2015-09-16,Standard Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,250,250,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Additional Services As Needed,,,,,,,,,,,Non Member Weekday Rate,715010 TriNet
,40,,2015-09-16,Speciality A/V Sound Technician,,,,,,,5,,200,200,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Coffee Service,,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,"Compostables: cutlery, sm plates, napkins, cups",,,,,,,,,,0,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Security (Outsourced upon request),,,,,,,,,,,Non Member Weekday Rate,715010 TriNet
,,,2015-09-16,Total,,,,,,,,,1610,1610,Non Member Weekday Rate,715010 TriNet
,375,2014-10-02,,Lower Level,0.26,,,,,4.5,,,1687.5,1248.75,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,225,2014-10-02,,On Broadway,,,,,,,,,,,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,150,2014-10-02,,Atrium,,,,,,,,,,,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,75,2014-10-02,,Early Set Up Fee,,,,,,Flat Fee,,,,75,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,50,2014-10-02,,Set Up & Break Down,,,,,,3.5,,,,175,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,300,2014-10-02,,Large Party Cleaning Fee,,,,,,Flat Fee,,,,300,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,40,2014-10-02,,A/V Technician,,,,,,3,,,,120,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,,2014-10-02,,Coffee Service ,,,,,,,,,,,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,,2014-10-02,,Total,,,,,,,,,,1918.75,Part Time Member Weekday Rate -- Multi-Room Discount,2099 World Trust
,210,,2015-03-21,On Broadway,,,,,,,2.5,,525,525,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Atrium,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Jingletown Lounge,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,OMI Gallery,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Meridian Room,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Uptown,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Downtown,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,East Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,West Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,75,,2015-03-21,Set Up & Break Down,,,,,,,2,,150,150,Full Time Member Weekend Rate,115001-3 P2R Graduation
,35,,2015-03-21,Site Manager/Staffing,,,,,,,4.5,,157.5,157.5,Full Time Member Weekend Rate,115001-3 P2R Graduation
,250,,2015-03-21,Standard Janitorial Fee,,,,,,,Flat Fee,,250,250,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Waste Removal Fee ,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,A/V Technician,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,66.82,,2015-03-21,Compostables,,,,,,,Flat Fee,,66.82,66.82,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Security,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,,,,,,,,,,,0,Full Time Member Weekend Rate,115001-3 P2R Graduation
,,,2015-03-21,Total,,,,,,,,,1149.32,1149.32,Full Time Member Weekend Rate,115001-3 P2R Graduation
,290,2014-10-24,,Space Rentals,0.3,,,,,4.5,,,1305,913.5,Full Time Member Rate,2137 Bay Bucks_Final
,180,2014-10-24,,On Broadway,,,,,,,,,,0,Full Time Member Rate,2137 Bay Bucks_Final
,110,2014-10-24,,Atrium,,,,,,,,,,0,Full Time Member Rate,2137 Bay Bucks_Final
,comped,2014-10-24,,Downtown Room,,,,,,,,,,0,Full Time Member Rate,2137 Bay Bucks_Final
,50,2014-10-24,,Set Up & Break Down,,,,,,2.5,,,125,125,Full Time Member Rate,2137 Bay Bucks_Final
,40,2014-10-24,,A/V Technician,,,,,,3,,,120,120,Full Time Member Rate,2137 Bay Bucks_Final
,150,2014-10-24,,Janitorial Fee,,,,,,Flat Fee,,,150,150,Full Time Member Rate,2137 Bay Bucks_Final
,50,2014-10-24,,Sat & Sun Cancellation Fee,,,,,,Flat Fee,,,50,50,Full Time Member Rate,2137 Bay Bucks_Final
,,2014-10-24,,Total,,,,,,,,,1700,1358.5,Full Time Member Rate,2137 Bay Bucks_Final
,315,,2015-04-24,On Broadway,,,,,,,3,,945,945,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,Atrium,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,Jingletown Lounge,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,OMI Gallery,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,Meridian Room,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,Uptown,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,Downtown,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,East Oakland,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,,,2015-04-24,West Oakland,,,,,,,,,0,0,Non Member Weekend Rate,215015 Oakland Institute
,100,,2015-04-24,Set Up & Break Down,,,,,,,2.5,,250,250,Non Member Weekend Rate,215015 Oakland Institute
,40,,2015-04-24,IHO Staffing,,,,,,,5.5,,220,220,Non Member Weekend Rate,215015 Oakland Institute
,250,,2015-04-24,Standard Janitorial Fee,,,,,,,Flat Fee,,250,250,Non Member Weekend Rate,215015 Oakland Institute
