invoice,invoice_date,DATE,item_type,item,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership,discount_type,day_type,day_type2,day_dur
2131 Black Elected Officials,2014-09-08,2014-09-24,SERVICE,JANITORIAL,50.0,1.0,50.0,0.0,50.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2131 Black Elected Officials,2014-09-08,2014-09-24,ITEM_TOT,,,,300.0,0.0,300.0,NON-MEMBER,FOUNDER,WEEKDAY,weekday,
2130 ULI,2014-09-08,2014-10-03,ROOM,ATRIUM,110.0,1.5,165.0,0.0,165.0,FULL-TIME,NONE,WEEKDAY,weekday,
2130 ULI,2014-09-08,2014-10-03,SERVICE,SETUP_RESET,75.0,1.0,75.0,0.0,75.0,FULL-TIME,NONE,WEEKDAY,weekday,
2130 ULI,2014-09-08,2014-10-03,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2130 ULI,2014-09-08,2014-10-03,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2130 ULI,2014-09-08,2014-10-03,SERVICE,DRINKS,0.0,,0.0,1.0,0.0,FULL-TIME,waived,WEEKDAY,weekday,
2130 ULI,2014-09-08,2014-10-03,ITEM_TOT,,,,440.0,0.0,440.0,FULL-TIME,NONE,WEEKDAY,weekday,
2128 AlamedaCountyOfficeofEdu,2014-09-05,9/20/14-9/21/14,ROOM,MERIDIAN,75.0,16.0,1200.0,0.0,1200.0,FULL-TIME,NONE,WEEKEND,,
2128 AlamedaCountyOfficeofEdu,2014-09-05,9/20/14-9/21/14,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKEND,,
2128 AlamedaCountyOfficeofEdu,2014-09-05,9/20/14-9/21/14,ITEM_TOT,,,,1300.0,0.0,1300.0,FULL-TIME,NONE,WEEKEND,,
2129 Women 2.0_2nd,2014-09-04,2014-09-04,ROOM,BROADWAY,295.0,2.0,590.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2129 Women 2.0_2nd,2014-09-04,2014-09-04,SERVICE,SETUP_RESET,50.0,1.5,75.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2129 Women 2.0_2nd,2014-09-04,2014-09-04,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2129 Women 2.0_2nd,2014-09-04,2014-09-04,ITEM_TOT,,,,965.0,0.689119170984456,300.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2126 Amigos_Ambassador,2014-09-03,2014-09-20,ROOM,DOWNTOWN,25.0,6.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKEND,weekend,
2126 Amigos_Ambassador,2014-09-03,2014-09-20,ITEM_TOT,,,,150.0,0.0,150.0,FULL-TIME,NONE,WEEKEND,weekend,
2150 Holmes Hummel,2014-09-02,2014-10-09,ROOM,BROADWAY,295.0,1.5,442.5,0.0,442.5,NON-MEMBER,NONE,WEEKDAY,weekday,
2150 Holmes Hummel,2014-09-02,2014-10-09,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2150 Holmes Hummel,2014-09-02,2014-10-09,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2150 Holmes Hummel,2014-09-02,2014-10-09,ITEM_TOT,,,,792.5,0.0,792.5,NON-MEMBER,NONE,WEEKDAY,weekday,
2083 Nat Poetry Slam_cleaning,2014-09-02,2014-08-08,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,N/S,NONE,,weekday,
2083 Nat Poetry Slam_cleaning,2014-09-02,2014-08-08,ITEM_TOT,,,,250.0,0.0,250.0,N/S,NONE,,weekday,
2125 OpenOak_LeaderRetreat,2014-08-28,2014-09-07,ROOM,DOWNTOWN,55.0,5.0,275.0,0.0,275.0,FULL-TIME,NONE,WEEKEND,weekend,
2125 OpenOak_LeaderRetreat,2014-08-28,2014-09-07,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKEND,weekend,
2125 OpenOak_LeaderRetreat,2014-08-28,2014-09-07,ITEM_TOT,,,,425.0,0.0,425.0,FULL-TIME,NONE,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,ROOM,BROADWAY,255.0,3.0,765.0,0.1,688.5,PART-TIME,MULTIROOM,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,ROOM,ATRIUM,180.0,3.0,540.0,0.1,486.0,PART-TIME,MULTIROOM,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,ROOM,JINGLETOWN,145.0,3.0,435.0,0.1,391.5,PART-TIME,MULTIROOM,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,ROOM,OMI,115.0,3.0,345.0,0.1,310.5,PART-TIME,MULTIROOM,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,PART-TIME,MULTIROOM,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,MULTIROOM,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,OTHER,The Courtyard,80.0,3.0,240.0,0.1,216.0,PART-TIME,MULTIROOM,WEEKEND,weekend,
2124 The Loop,2014-08-28,2014-11-01,ITEM_TOT,,,,3125.0,0.07440000000000002,2892.5,PART-TIME,MULTIROOM,WEEKEND,weekend,
2123 Peers,2014-08-26,2014-10-11,ROOM,BROADWAY,210.0,2.0,420.0,0.0,420.0,FULL-TIME,NONE,WEEKEND,weekend,
2123 Peers,2014-08-26,2014-10-11,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKEND,weekend,
2123 Peers,2014-08-26,2014-10-11,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKEND,weekend,
2123 Peers,2014-08-26,2014-10-11,ITEM_TOT,,,,820.0,0.0,820.0,FULL-TIME,NONE,WEEKEND,weekend,
2122 EastBayRentalHousingAssoc,2014-08-26,2014-12-03,ROOM,BROADWAY,295.0,3.0,885.0,0.0,885.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2122 EastBayRentalHousingAssoc,2014-08-26,2014-12-03,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2122 EastBayRentalHousingAssoc,2014-08-26,2014-12-03,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2122 EastBayRentalHousingAssoc,2014-08-26,2014-12-03,ITEM_TOT,,,,1235.0,0.0,1235.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2122 EBayRentalHousing_Member,2014-08-26,2014-12-03,ROOM,BROADWAY,225.0,3.0,675.0,0.0,675.0,PART-TIME,NONE,WEEKDAY,weekday,
2122 EBayRentalHousing_Member,2014-08-26,2014-12-03,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
2122 EBayRentalHousing_Member,2014-08-26,2014-12-03,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,NONE,WEEKDAY,weekday,
2122 EBayRentalHousing_Member,2014-08-26,2014-12-03,ITEM_TOT,,,,1025.0,0.0,1025.0,PART-TIME,NONE,WEEKDAY,weekday,
2147 OakChamberofComme_fine,2014-08-25,2014-09-16,SERVICE,COMPOSTABLES,33.0,1.0,33.0,0.0,33.0,N/S,NONE,,weekday,
2147 OakChamberofComme_fine,2014-08-25,2014-09-16,OTHER,Fine,20.0,1.0,20.0,0.0,20.0,N/S,NONE,,weekday,
2147 OakChamberofComme_fine,2014-08-25,2014-09-16,ITEM_TOT,,,,53.0,0.0,53.0,N/S,NONE,,weekday,
2121 OakMetroChamberofCommerce,2014-08-25,2014-09-16,ROOM,BROADWAY,180.0,4.5,810.0,0.67,267.29999999999995,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2121 OakMetroChamberofCommerce,2014-08-25,2014-09-16,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2121 OakMetroChamberofCommerce,2014-08-25,2014-09-16,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2121 OakMetroChamberofCommerce,2014-08-25,2014-09-16,SERVICE,A/V,40.0,4.0,160.0,0.0,160.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2121 OakMetroChamberofCommerce,2014-08-25,2014-09-16,ITEM_TOT,,,,1345.0,0.40349442379182154,802.3,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2120 OneLifeInstitute,2014-08-22,2015-01-22,ROOM,BROADWAY,180.0,3.0,540.0,0.0,540.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2120 OneLifeInstitute,2014-08-22,2015-01-22,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2120 OneLifeInstitute,2014-08-22,2015-01-22,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2120 OneLifeInstitute,2014-08-22,2015-01-22,SERVICE,A/V,40.0,4.0,160.0,0.0,160.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2120 OneLifeInstitute,2014-08-22,2015-01-22,ITEM_TOT,,,,1075.0,0.0,1075.0,FULL-TIME,FOUNDER,WEEKDAY,weekday,
2116 movement strategy center,2014-08-20,2014-09-09,ROOM,UPTOWN,40.0,4.0,160.0,0.0,160.0,FULL-TIME,NONE,WEEKDAY,weekday,
2116 movement strategy center,2014-08-20,2014-09-09,ITEM_TOT,,,,160.0,0.0,160.0,FULL-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_original,2014-08-19,2014-09-15,ROOM,BROADWAY,225.0,2.0,450.0,0.0,450.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_original,2014-08-19,2014-09-15,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_original,2014-08-19,2014-09-15,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_original,2014-08-19,2014-09-15,ITEM_TOT,,,,825.0,0.0,825.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_activevoice,2014-08-19,2014-09-15,OTHER,Active Voice Portion of Venue Rental,,,200.0,0.0,200.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_activevoice,2014-08-19,2014-09-15,ITEM_TOT,,,,200.0,0.0,200.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_BAVC,2014-08-19,2014-09-15,OTHER,BAVC Portion of Venue Rental,,,200.0,0.0,200.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImpactSocial_BAVC,2014-08-19,2014-09-15,ITEM_TOT,,,,200.0,0.0,200.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImapctSocial_NewArtsAxis,2014-08-19,2014-09-15,OTHER,New Arts Axis Portion of Venue Rental ,,,425.0,0.0,425.0,PART-TIME,NONE,WEEKDAY,weekday,
2119 ImapctSocial_NewArtsAxis,2014-08-19,2014-09-15,ITEM_TOT,,,,425.0,0.0,425.0,PART-TIME,NONE,WEEKDAY,weekday,
2115 John Chiang,2014-08-19,2014-08-27,ROOM,OMI,115.0,2.0,230.0,0.5,115.0,NON-MEMBER,N/S,WEEKDAY,weekday,
2115 John Chiang,2014-08-19,2014-08-27,SERVICE,SETUP_RESET,50.0,1.5,75.0,0.0,75.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2115 John Chiang,2014-08-19,2014-08-27,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2115 John Chiang,2014-08-19,2014-08-27,ITEM_TOT,,,,405.0,0.28395061728395066,290.0,NON-MEMBER,N/S,WEEKDAY,weekday,
2114 Michael Orange_Jazz,2014-08-08,2014-09-25,ROOM,BROADWAY,180.0,2.0,360.0,0.0,360.0,FULL-TIME,NONE,WEEKDAY,weekday,
2114 Michael Orange_Jazz,2014-08-08,2014-09-25,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,FULL-TIME,NONE,WEEKDAY,weekday,
2114 Michael Orange_Jazz,2014-08-08,2014-09-25,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKDAY,weekday,
2114 Michael Orange_Jazz,2014-08-08,2014-09-25,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,FULL-TIME,NONE,WEEKDAY,weekday,
2114 Michael Orange_Jazz,2014-08-08,2014-09-25,ITEM_TOT,,,,855.0,0.0,855.0,FULL-TIME,NONE,WEEKDAY,weekday,
2113 ThirdThursday_Sept,2014-08-08,2014-09-18,ROOM,BROADWAY,140.0,3.0,420.0,0.0,420.0,FULL-TIME,NONE,WEEKDAY,weekday,
2113 ThirdThursday_Sept,2014-08-08,2014-09-18,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2113 ThirdThursday_Sept,2014-08-08,2014-09-18,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKDAY,weekday,
2113 ThirdThursday_Sept,2014-08-08,2014-09-18,ITEM_TOT,,,,770.0,0.0,770.0,FULL-TIME,NONE,WEEKDAY,weekday,
2112 Women 2.0,2014-08-08,2014-08-07,ROOM,BROADWAY,295.0,2.0,590.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2112 Women 2.0,2014-08-08,2014-08-07,SERVICE,SETUP_RESET,50.0,1.5,75.0,1.0,0.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2112 Women 2.0,2014-08-08,2014-08-07,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2112 Women 2.0,2014-08-08,2014-08-07,ITEM_TOT,,,,965.0,0.689119170984456,300.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
2111 HACK THE HOOD GRAD,2014-08-06,2014-08-14,ROOM,BROADWAY,180.0,2.0,360.0,0.58,151.20000000000002,FULL-TIME,N/S,WEEKDAY,weekday,
2111 HACK THE HOOD GRAD,2014-08-06,2014-08-14,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2111 HACK THE HOOD GRAD,2014-08-06,2014-08-14,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKDAY,weekday,
2111 HACK THE HOOD GRAD,2014-08-06,2014-08-14,ITEM_TOT,,,,710.0,0.2940845070422534,501.20000000000005,FULL-TIME,N/S,WEEKDAY,weekday,
2110 Akili Dada Concert,2014-08-06,2014-11-21,ROOM,BROADWAY,295.0,3.0,885.0,0.25,663.75,PART-TIME,N/S,WEEKDAY,weekday,
2110 Akili Dada Concert,2014-08-06,2014-11-21,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
2110 Akili Dada Concert,2014-08-06,2014-11-21,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,NONE,WEEKDAY,weekday,
2110 Akili Dada Concert,2014-08-06,2014-11-21,SERVICE,A/V,40.0,4.0,160.0,0.0,160.0,PART-TIME,NONE,WEEKDAY,weekday,
2110 Akili Dada Concert,2014-08-06,2014-11-21,SERVICE,COMPOSTABLES,44.33,1.0,44.33,0.0,44.0,PART-TIME,NONE,WEEKDAY,weekday,
2110 Akili Dada Concert,2014-08-06,2014-11-21,ITEM_TOT,,,,1439.33,0.1539466279449465,1217.75,PART-TIME,N/S,WEEKDAY,weekday,
2109 Meridian University,2014-08-06,2014-10-18,ROOM,ATRIUM,120.0,3.0,360.0,0.0,360.0,FULL-TIME,NONE,WEEKEND,weekend,
2109 Meridian University,2014-08-06,2014-10-18,SERVICE,SETUP_RESET,75.0,3.0,225.0,0.0,225.0,FULL-TIME,NONE,WEEKEND,weekend,
2109 Meridian University,2014-08-06,2014-10-18,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKEND,weekend,
2109 Meridian University,2014-08-06,2014-10-18,ITEM_TOT,,,,835.0,0.0,835.0,FULL-TIME,NONE,WEEKEND,weekend,
2108 SexyHuman,2014-08-05,2014-08-13,ROOM,OMI,85.0,2.0,170.0,0.0,170.0,PART-TIME,NONE,WEEKDAY,weekday,
2108 SexyHuman,2014-08-05,2014-08-13,SERVICE,SETUP_RESET,50.0,1.5,75.0,0.0,75.0,PART-TIME,NONE,WEEKDAY,weekday,
2108 SexyHuman,2014-08-05,2014-08-13,ITEM_TOT,,,,245.0,0.0,245.0,PART-TIME,NONE,WEEKDAY,weekday,
2107 Fall Wine Event,2014-08-05,2014-10-11,ROOM,BROADWAY,315.0,3.0,945.0,0.6,378.0,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2107 Fall Wine Event,2014-08-05,2014-10-11,SERVICE,SETUP_RESET,75.0,5.0,375.0,0.0,375.0,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2107 Fall Wine Event,2014-08-05,2014-10-11,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2107 Fall Wine Event,2014-08-05,2014-10-11,ITEM_TOT,,,,1570.0,0.36114649681528666,1003.0,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2106 LNA_WATER,2014-08-01,2014-08-01,ROOM,BROADWAY,180.0,3.5,630.0,0.92,50.39999999999998,N/S,PARTNER,,weekday,
2106 LNA_WATER,2014-08-01,2014-08-01,SERVICE,SETUP_RESET,50.0,3.0,150.0,1.0,0.0,N/S,PARTNER,,weekday,
2106 LNA_WATER,2014-08-01,2014-08-01,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,N/S,PARTNER,,weekday,
2106 LNA_WATER,2014-08-01,2014-08-01,ITEM_TOT,,,,1030.0,0.7083495145631068,300.4,N/S,PARTNER,,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,ROOM,BROADWAY,225.0,3.0,675.0,0.0,675.0,PART-TIME,NONE,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,ROOM,ATRIUM,150.0,3.0,450.0,0.0,450.0,PART-TIME,NONE,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,ROOM,OMI,0.0,,0.0,1.0,0.0,PART-TIME,waived,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,PART-TIME,NONE,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,PART-TIME,NONE,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,PART-TIME,NONE,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,SERVICE,COMPOSTABLES,30.0,1.0,30.0,0.0,30.0,PART-TIME,NONE,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,OTHER,Early Closing Fee,75.0,1.0,75.0,0.0,75.0,PART-TIME,NONE,WEEKDAY,weekday,
2105 Tradeswomen,2014-07-31,2014-09-19,ITEM_TOT,,,,1955.0,0.0,1955.0,PART-TIME,NONE,WEEKDAY,weekday,
2106 KQED_pechakucha,2014-07-30,2014-07-26,SERVICE,A/V,40.0,6.5,260.0,0.0,260.0,N/S,NONE,,weekend,
2106 KQED_pechakucha,2014-07-30,2014-07-26,ITEM_TOT,,,,260.0,0.0,260.0,N/S,NONE,,weekend,
2104 Black Elected,2014-07-21,2014-07-23,ROOM,BROADWAY,225.0,2.5,562.5,0.0,562.5,PART-TIME,NONE,WEEKDAY,weekday,
2104 Black Elected,2014-07-21,2014-07-23,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
2104 Black Elected,2014-07-21,2014-07-23,ITEM_TOT,,,,662.5,0.0,662.5,PART-TIME,NONE,WEEKDAY,weekday,
2103 MightyBell,2014-07-15,2014-08-04,ROOM,BROADWAY,295.0,3.0,885.0,0.0,885.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2103 MightyBell,2014-07-15,2014-08-04,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2103 MightyBell,2014-07-15,2014-08-04,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2103 MightyBell,2014-07-15,2014-08-04,ITEM_TOT,,,,1235.0,0.0,1235.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2043 Ojah Yoga,2014-07-12,2014-07-12,ROOM,OMI,85.0,7.5,637.5,0.1,573.75,N/S,N/S,,weekend,
2043 Ojah Yoga,2014-07-12,2014-07-12,ROOM,BROADWAY,205.0,15.0,3075.0,0.1,2767.5,N/S,N/S,,weekend,
2043 Ojah Yoga,2014-07-12,2014-07-12,SERVICE,SETUP_RESET,50.0,3.0,150.0,0.0,150.0,N/S,NONE,,weekend,
2043 Ojah Yoga,2014-07-12,2014-07-12,SERVICE,JANITORIAL,200.0,,200.0,0.0,200.0,N/S,NONE,,weekend,
2043 Ojah Yoga,2014-07-12,2014-07-12,ITEM_TOT,,,,4062.5,0.0913846153846154,3691.25,N/S,N/S,,weekend,
2102 Future Energy,2014-07-10,2014-09-05,ROOM,BROADWAY,180.0,5.0,900.0,0.0,900.0,FULL-TIME,NONE,WEEKDAY,weekday,
2102 Future Energy,2014-07-10,2014-09-05,SERVICE,SETUP_RESET,0.0,,0.0,1.0,0.0,FULL-TIME,waived,WEEKDAY,weekday,
2102 Future Energy,2014-07-10,2014-09-05,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,FULL-TIME,NONE,WEEKDAY,weekday,
2102 Future Energy,2014-07-10,2014-09-05,SERVICE,A/V,40.0,6.5,260.0,0.0,260.0,FULL-TIME,NONE,WEEKDAY,weekday,
2102 Future Energy,2014-07-10,2014-09-05,OTHER,Green Room,30.0,5.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKDAY,weekday,
2102 Future Energy,2014-07-10,2014-09-05,ITEM_TOT,,,,1810.0,0.0,1810.0,FULL-TIME,NONE,WEEKDAY,weekday,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,ROOM,BROADWAY,315.0,4.0,1260.0,0.45,693.0,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,ROOM,DOWNTOWN,0.0,,0.0,1.0,0.0,NON-MEMBER,waived,WEEKEND,weekend,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,NON-MEMBER,NONE,WEEKEND,weekend,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKEND,weekend,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,NON-MEMBER,NONE,WEEKEND,weekend,
2101 MarcusFosterEduFund_rev1,2014-07-10,2014-08-09,ITEM_TOT,,,,1715.0,0.33061224489795915,1148.0,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,ROOM,BROADWAY,315.0,4.0,1260.0,0.1,1134.0,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,ROOM,ATRIUM,225.0,3.0,675.0,0.1,607.5,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,ROOM,OMI,145.0,3.0,435.0,0.1,391.5,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,ROOM,MERIDIAN,125.0,3.0,375.0,0.1,337.5,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,SERVICE,SETUP_RESET,50.0,3.0,150.0,0.1,135.0,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,SERVICE,JANITORIAL,500.0,1.0,500.0,0.1,450.0,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,SERVICE,A/V,40.0,2.0,80.0,0.1,72.0,NON-MEMBER,N/S,WEEKEND,weekend,
2101 MarcusFosterEduFund,2014-07-10,2014-08-09,ITEM_TOT,,,,3475.0,0.09999999999999998,3127.5,NON-MEMBER,N/S,WEEKEND,weekend,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,ROOM,BROADWAY,225.0,4.0,900.0,0.0,900.0,PART-TIME,NONE,WEEKDAY,weekday,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,ROOM,ATRIUM,150.0,4.0,600.0,0.0,600.0,PART-TIME,NONE,WEEKDAY,weekday,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,PART-TIME,NONE,WEEKDAY,weekday,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,PART-TIME,NONE,WEEKDAY,weekday,
2100 Brown Sugar Kitchen,2014-07-07,2014-09-08,ITEM_TOT,,,,2175.0,0.0,2175.0,PART-TIME,NONE,WEEKDAY,weekday,
2099 World Trust,2014-06-27,2014-10-02,ROOM,BROADWAY,225.0,4.5,1012.5,0.26,749.25,PART-TIME,MULTIROOM,WEEKDAY,weekday,
2099 World Trust,2014-06-27,2014-10-02,ROOM,ATRIUM,150.0,4.5,675.0,0.26,499.5,PART-TIME,MULTIROOM,WEEKDAY,weekday,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,SETUP_RESET,75.0,1.0,75.0,0.0,75.0,PART-TIME,MULTIROOM,WEEKDAY,weekday,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,PART-TIME,MULTIROOM,WEEKDAY,weekday,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,PART-TIME,MULTIROOM,WEEKDAY,weekday,
2099 World Trust,2014-06-27,2014-10-02,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,PART-TIME,MULTIROOM,WEEKDAY,weekday,
2099 World Trust,2014-06-27,2014-10-02,ITEM_TOT,,,,2357.5,0.1861081654294804,1918.75,PART-TIME,MULTIROOM,WEEKDAY,weekday,
