sheet,DATE,DESCRIPTION,AMOUNT,HOURS/UNITS,SUBTOTAL,DISCOUNT,TOTAL,rate
2084 BuildUp,2014-06-24,A/V Technician,40.0,1.0,40.0,,40.0,Non-Member Weekday Rate
2084 BuildUp,2014-06-24,Total,,,,,1005.0,Non-Member Weekday Rate
815004 Raz vocal productions ,2015-09-26,On Broadway,255.0,8.0,2040.0,0.2,1632.0,Part Time Member Weekend Rate - Multi Day Discount
815004 Raz vocal productions ,2015-09-26,Set Up Time,75.0,2.0,150.0,,150.0,Part Time Member Weekend Rate - Multi Day Discount
815004 Raz vocal productions ,2015-09-26,IHO Staffing,30.0,8.0,240.0,,240.0,Part Time Member Weekend Rate - Multi Day Discount
815004 Raz vocal productions ,2015-09-26,Partial Clean Janitorial Fee,150.0,1.0,150.0,,150.0,Part Time Member Weekend Rate - Multi Day Discount
815004 Raz vocal productions ,2015-09-26,SUBTOTAL,,,2580.0,,2172.0,Part Time Member Weekend Rate - Multi Day Discount
2091 Family Violence Law Center,2014-09-12,On Broadway,205.0,4.0,820.0,,820.0,Part Time Member Weekday Rate
2091 Family Violence Law Center,2014-09-12,Atrium,150.0,4.0,600.0,,600.0,Part Time Member Weekday Rate
2091 Family Violence Law Center,2014-09-12,Set Up & Break Down,50.0,4.0,200.0,,200.0,Part Time Member Weekday Rate
2091 Family Violence Law Center,2014-09-12,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
2091 Family Violence Law Center,2014-09-12,Total,,,,,1870.0,Part Time Member Weekday Rate
2109 Meridian University,2014-10-18,Atrium,120.0,3.0,360.0,,360.0,Full Time Member Weekend Rate
2109 Meridian University,2014-10-18,Set Up & Break Down,75.0,3.0,225.0,,225.0,Full Time Member Weekend Rate
2109 Meridian University,2014-10-18,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate
2109 Meridian University,2014-10-18,Total,,,835.0,,835.0,Full Time Member Weekend Rate
2199 Redwood Day School_Damage,2015-04-25,Damage Deposit,1000.0,1.0,1000.0,,1000.0,
2199 Redwood Day School_Damage,2015-04-25,Total,,,1000.0,,1000.0,
2143 Feng Shui School_Feb,"Feb. 1, 2014",Meridian Room,45.0,7.0,315.0,0.2,252.0,Full Time Member Weekday Rate -- Multi-Day Discount
2143 Feng Shui School_Feb,"Feb. 20 - Feb. 22, 2014",Meridian Room,46.0,21.0,966.0,0.2,772.8,Full Time Member Weekday Rate -- Multi-Day Discount
2143 Feng Shui School_Feb,"Feb. 20 - Feb. 22, 2014",Total,,,1281.0,,1024.8,Full Time Member Weekday Rate -- Multi-Day Discount
215016 Youth Business USA,2015-03-01,OMI Gallery,90.0,3.5,315.0,,315.0,Full Time Member Weekend Rate
215016 Youth Business USA,2015-03-01,IHO Staffing,40.0,3.5,140.0,,140.0,Full Time Member Weekend Rate
215016 Youth Business USA,2015-03-01,Sm. Party Janitorial Fee/Waste Removal,140.0,1.0,140.0,,140.0,Full Time Member Weekend Rate
215016 Youth Business USA,2015-03-01,Total,,,595.0,,595.0,Full Time Member Weekend Rate
215012 Barbara Lee,2015-03-12,Atrium,110.0,2.0,220.0,,220.0,Full Time Member Weekday Rate
215012 Barbara Lee,2015-03-12,Set Up & Reset,75.0,2.0,150.0,,150.0,Full Time Member Weekday Rate
215012 Barbara Lee,2015-03-12,IHO Staffing,40.0,4.0,160.0,,160.0,Full Time Member Weekday Rate
215012 Barbara Lee,2015-03-12,Standard Janitorial Fee/Waste Removal,300.0,1.0,300.0,,300.0,Full Time Member Weekday Rate
215012 Barbara Lee,2015-03-12,Total,,,830.0,,830.0,Full Time Member Weekday Rate
2179 ACOE_ILSP Retreat,2015-04-18,Atrium,225.0,6.0,1350.0,,1350.0,Non Member Weekend Rate
2179 ACOE_ILSP Retreat,2015-04-18,Weekend Staffing,40.0,8.5,340.0,,340.0,Non Member Weekend Rate
2179 ACOE_ILSP Retreat,2015-04-18,Janitorial Fee,400.0,1.0,400.0,,400.0,Non Member Weekend Rate
2179 ACOE_ILSP Retreat,2015-04-18,Total,,,2090.0,,2090.0,Non Member Weekend Rate
2170 Alameda Health Services,2014-12-09,On Broadway,295.0,3.5,1032.5,,1032.5,Non Member Weekday Rate - Multi-Room Discount
2170 Alameda Health Services,2014-12-09,East Oakland,35.0,5.5,192.5,,192.5,Non Member Weekday Rate - Multi-Room Discount
2170 Alameda Health Services,2014-12-09,West Oakland,35.0,5.5,192.5,1.0,0.0,Non Member Weekday Rate - Multi-Room Discount
2170 Alameda Health Services,2014-12-09,Staffing,30.0,5.5,165.0,,165.0,Non Member Weekday Rate - Multi-Room Discount
2170 Alameda Health Services,2014-12-09,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate - Multi-Room Discount
2170 Alameda Health Services,2014-12-09,Large Party Janitorial Fee,350.0,1.0,350.0,,350.0,Non Member Weekday Rate - Multi-Room Discount
2170 Alameda Health Services,2014-12-09,Total,,,2032.5,,1840.0,Non Member Weekday Rate - Multi-Room Discount
2110 Akili Dada Concert,2014-11-21,On Broadway,295.0,3.0,885.0,0.25,663.75,No-Member Weekday Rate - Part-time member discount applied
2110 Akili Dada Concert,2014-11-21,Early Set Up Fee,,1.0,,,0.0,No-Member Weekday Rate - Part-time member discount applied
2110 Akili Dada Concert,2014-11-21,Set Up & Break Down,50.0,2.0,100.0,,100.0,No-Member Weekday Rate - Part-time member discount applied
2110 Akili Dada Concert,2014-11-21,Large Party Janitorial Fee,,1.0,,,0.0,No-Member Weekday Rate - Part-time member discount applied
2110 Akili Dada Concert,2014-11-21,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,No-Member Weekday Rate - Part-time member discount applied
2110 Akili Dada Concert,2014-11-21,A/V Technician,40.0,4.0,160.0,,160.0,No-Member Weekday Rate - Part-time member discount applied
2110 Akili Dada Concert,2014-11-21,Compostables,44.33,1.0,44.33,,44.0,No-Member Weekday Rate - Part-time member discount applied
2110 Akili Dada Concert,2014-11-21,Total,,,1439.0,,1217.75,No-Member Weekday Rate - Part-time member discount applied
2044 VIN12 Spring,2014-05-10,On Broadway,275.0,3.0,825.0,,825.0,
2044 VIN12 Spring,2014-05-10,Large Party Cleaning Fee,125.0,,,,125.0,
2044 VIN12 Spring,2014-05-10,Set Up & Break Down,25.0,2.0,50.0,,50.0,
2044 VIN12 Spring,2014-05-10,Total,,,,,1000.0,
2119 ImpactSocial_activevoice,2014-09-15,Active Voice Portion of Venue Rental,,,,,200.0,Part Time Member Weekday Rate
2119 ImpactSocial_activevoice,2014-09-15,Total,,,0.0,,200.0,Part Time Member Weekday Rate
215013-2 GlobalGirl Media ,2015-03-21,On Broadway,210.0,3.5,735.0,0.25,551.25,Full Time Member Weekend Rate - Founder Discount
215013-2 GlobalGirl Media ,2015-03-21,Set Up & Reset,75.0,2.0,150.0,,150.0,Full Time Member Weekend Rate - Founder Discount
215013-2 GlobalGirl Media ,2015-03-21,IHO Staffing,35.0,5.5,192.5,,192.5,Full Time Member Weekend Rate - Founder Discount
215013-2 GlobalGirl Media ,2015-03-21,Standard Janitorial Fee/Waste Removal,300.0,1.0,300.0,,300.0,Full Time Member Weekend Rate - Founder Discount
215013-2 GlobalGirl Media ,2015-03-21,A/V Technician,40.0,2.0,80.0,,80.0,Full Time Member Weekend Rate - Founder Discount
215013-2 GlobalGirl Media ,2015-03-21,Total,,,1457.5,,1273.75,Full Time Member Weekend Rate - Founder Discount
115007 Inn Oakland Town Hall,2015-02-04,On Broadway,180.0,2.5,450.0,,450.0,Full Time Member Weekday Rate
115007 Inn Oakland Town Hall,2015-02-04,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Weekday Rate
115007 Inn Oakland Town Hall,2015-02-04,IHO Staffing,,4.5,0.0,,0.0,Full Time Member Weekday Rate
115007 Inn Oakland Town Hall,2015-02-04,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
115007 Inn Oakland Town Hall,2015-02-04,Waste Removal Fee (mid size),0.0,1.0,0.0,,0.0,Full Time Member Weekday Rate
115007 Inn Oakland Town Hall,2015-02-04,Total,,,800.0,,800.0,Full Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,On Broadway,225.0,3.0,675.0,,675.0,Part Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,Atrium,150.0,3.0,450.0,,450.0,Part Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,Set Up & Break Down,50.0,3.5,175.0,,175.0,Part Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,Large Party Cleaning Fee,350.0,1.0,350.0,,350.0,Part Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,A/V Technician,40.0,5.0,200.0,,200.0,Part Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,Early Closing Fee,75.0,1.0,75.0,,75.0,Part Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,Compostable Cups for 200,30.0,1.0,30.0,,30.0,Part Time Member Weekday Rate
2105 Tradeswomen,2014-09-19,Total,,,,,1955.0,Part Time Member Weekday Rate
2184 Konda Mason_warmcoat,2014-12-08,On Broadway,295.0,3.0,885.0,0.5,442.5,Non Member Weekday Rate - Founder discount
2184 Konda Mason_warmcoat,2014-12-08,Atrium,195.0,3.0,585.0,1.0,0.0,Non Member Weekday Rate - Founder discount
2184 Konda Mason_warmcoat,2014-12-08,Set Up & Break Down,75.0,2.0,150.0,0.5,75.0,Non Member Weekday Rate - Founder discount
2184 Konda Mason_warmcoat,2014-12-08,Site Manager/Staffing,40.0,5.0,200.0,,200.0,Non Member Weekday Rate - Founder discount
2184 Konda Mason_warmcoat,2014-12-08,Large Party Janitorial Fee,250.0,1.0,250.0,,250.0,Non Member Weekday Rate - Founder discount
2184 Konda Mason_warmcoat,2014-12-08,Waste Removal Fee ,85.0,1.0,85.0,,85.0,Non Member Weekday Rate - Founder discount
2184 Konda Mason_warmcoat,2014-12-08,Security,30.0,3.0,90.0,,90.0,Non Member Weekday Rate - Founder discount
2184 Konda Mason_warmcoat,2014-12-08,Total,,,2245.0,,1142.5,Non Member Weekday Rate - Founder discount
2201 SF Noir,2015-02-25,On Broadway,295.0,3.0,885.0,1.0,0.0,Non Member Weekday Rate -- Partnership Discount
2201 SF Noir,2015-02-25,Set Up & Break Down,75.0,3.0,225.0,1.0,0.0,Non Member Weekday Rate -- Partnership Discount
2201 SF Noir,2015-02-25,IHO Staffing,40.0,6.0,240.0,1.0,0.0,Non Member Weekday Rate -- Partnership Discount
2201 SF Noir,2015-02-25,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Non Member Weekday Rate -- Partnership Discount
2201 SF Noir,2015-02-25,Waste Removal Fee,100.0,1.0,100.0,,100.0,Non Member Weekday Rate -- Partnership Discount
2201 SF Noir,2015-02-25,A/V Technician,40.0,5.0,200.0,1.0,0.0,Non Member Weekday Rate -- Partnership Discount
2201 SF Noir,2015-02-25,Total,,,2150.0,,600.0,Non Member Weekday Rate -- Partnership Discount
2112 Women 2.0,2014-08-07,On Broadway,295.0,2.0,590.0,1.0,0.0,Non Member Weekday Rate - Partner Discount
2112 Women 2.0,2014-08-07,Early Set Up Fee,,1.0,,,0.0,Non Member Weekday Rate - Partner Discount
2112 Women 2.0,2014-08-07,Set Up & Break Down,50.0,1.5,75.0,1.0,0.0,Non Member Weekday Rate - Partner Discount
2112 Women 2.0,2014-08-07,Large Party Janitorial Fee,,1.0,,,0.0,Non Member Weekday Rate - Partner Discount
2112 Women 2.0,2014-08-07,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekday Rate - Partner Discount
2112 Women 2.0,2014-08-07,Total,,,965.0,,300.0,Non Member Weekday Rate - Partner Discount
2122 EBayRentalHousing_Member,2014-12-03,On Broadway,225.0,3.0,675.0,,675.0,Part Time Member Weekday Rate
2122 EBayRentalHousing_Member,2014-12-03,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part Time Member Weekday Rate
2122 EBayRentalHousing_Member,2014-12-03,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
2122 EBayRentalHousing_Member,2014-12-03,Total,,,1025.0,,1025.0,Part Time Member Weekday Rate
2136 OCCUR,2014-10-22,On Broadway,295.0,2.5,737.5,,737.5,Non Member Weekday Rate
2136 OCCUR,2014-10-22,Set Up & Break Down,50.0,2.5,125.0,,125.0,Non Member Weekday Rate
2136 OCCUR,2014-10-22,Large Party Janitorial Fee,400.0,1.0,400.0,,400.0,Non Member Weekday Rate
2136 OCCUR,2014-10-22,Total,,,1262.5,,1262.5,Non Member Weekday Rate
2052 Oak Food Policy Council,2014-05-03,Atrium,175.0,2.5,437.5,,393.75,
2052 Oak Food Policy Council,2014-05-03,Set-up/Break-down ,30.0,2.0,60.0,,60.0,
2052 Oak Food Policy Council,2014-05-03,Standard Cleaning Fee,150.0,,,,150.0,
2052 Oak Food Policy Council,2014-05-03,Total,,,,,603.75,
2191_Rev1 SFJazz_OPC,2015-01-27,OMI Gallery,60.0,1.5,90.0,,90.0,Full Time Member Weekday Rate
2191_Rev1 SFJazz_OPC,2015-01-27,Set Up & Break Down,30.0,1.0,30.0,,30.0,Full Time Member Weekday Rate
2191_Rev1 SFJazz_OPC,2015-01-27,Sm. Party Waste Removal,30.0,1.0,30.0,,30.0,Full Time Member Weekday Rate
2191_Rev1 SFJazz_OPC,2015-01-27,Total,,,150.0,,150.0,Full Time Member Weekday Rate
115010 Stephen Busby,2015-05-11,OMI Gallery,60.0,6.5,390.0,,390.0,Full Time  Member Weekday Rate -- 2 Hours Complementary
115010 Stephen Busby,2015-05-11,Standard Janitorial Fee,50.0,1.0,50.0,,50.0,Full Time  Member Weekday Rate -- 2 Hours Complementary
115010 Stephen Busby,2015-05-11,Total,,,440.0,,440.0,Full Time  Member Weekday Rate -- 2 Hours Complementary
2137 Bay Bucks,2014-10-24,Space Rentals,290.0,6.0,1740.0,0.55,783.0,Full Time Member Rate
2137 Bay Bucks,2014-10-24,On Broadway,180.0,,,,0.0,Full Time Member Rate
2137 Bay Bucks,2014-10-24,Atrium,110.0,,,,0.0,Full Time Member Rate
2137 Bay Bucks,2014-10-24,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Rate
2137 Bay Bucks,2014-10-24,A/V Technician,40.0,3.0,120.0,,120.0,Full Time Member Rate
2137 Bay Bucks,2014-10-24,Janitorial Fee,150.0,1.0,150.0,,150.0,Full Time Member Rate
2137 Bay Bucks,2014-10-24,SUBTOTAL,,,2110.0,,1153.0,Full Time Member Rate
115009-2  Warthogs Youth Rugby,2015-03-14,On Broadway,255.0,4.5,1147.5,,1147.5,Part Time Member Weekend Rate
115009-2  Warthogs Youth Rugby,2015-03-14,Atrium,180.0,4.5,810.0,,810.0,Part Time Member Weekend Rate
115009-2  Warthogs Youth Rugby,2015-03-14,East Oakland,55.0,8.0,440.0,0.25,330.0,Part Time Member Weekend Rate
115009-2  Warthogs Youth Rugby,2015-03-14,Set Up & Break Down,75.0,3.5,262.5,0.2,210.0,Part Time Member Weekend Rate
115009-2  Warthogs Youth Rugby,2015-03-14,Site Manager,35.0,8.0,280.0,,280.0,Part Time Member Weekend Rate
115009-2  Warthogs Youth Rugby,2015-03-14,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Part Time Member Weekend Rate
115009-2  Warthogs Youth Rugby,2015-03-14,Waste Removal Fee ,75.0,1.0,75.0,,75.0,Part Time Member Weekend Rate
115009-2  Warthogs Youth Rugby,2015-03-14,Total,,,3515.0,,3352.5,Part Time Member Weekend Rate
615003 Marian Farms,2015-06-23,On Broadway,180.0,3.0,540.0,,540.0,Full Time Member Weekday Rate
615003 Marian Farms,2015-06-23,Set Up & Reset ,75.0,2.0,150.0,,150.0,Full Time Member Weekday Rate
615003 Marian Farms,2015-06-23,IHO Staffing ,40.0,5.0,200.0,,200.0,Full Time Member Weekday Rate
615003 Marian Farms,2015-06-23,Standard Janitorial/Waste Removal Fee ,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
615003 Marian Farms,2015-06-23,Total,,,1140.0,,1140.0,Full Time Member Weekday Rate
415014-3 CJ Callen,2015-04-15,OMI Gallery,85.0,2.5,212.5,,212.5,Part Time Member Weekday Rate
415014-3 CJ Callen,2015-04-15,Downtown,45.0,4.0,180.0,,180.0,Part Time Member Weekday Rate
415014-3 CJ Callen,2015-04-15,IHO Staffing,30.0,2.0,60.0,,60.0,Part Time Member Weekday Rate
415014-3 CJ Callen,2015-04-15,Total,,,452.5,,452.5,Part Time Member Weekday Rate
215006-2 BGC Comm Meeting_AV,2015-02-23,On Broadway,180.0,2.5,450.0,0.2,360.0,Full Time Member Weekday Rate - Partner Discount
215006-2 BGC Comm Meeting_AV,2015-02-23,Set up & Reset,75.0,2.0,150.0,,150.0,Full Time Member Weekday Rate - Partner Discount
215006-2 BGC Comm Meeting_AV,2015-02-23,IHO Staffing,40.0,3.5,140.0,,140.0,Full Time Member Weekday Rate - Partner Discount
215006-2 BGC Comm Meeting_AV,2015-02-23,Janitorial Fee/Waste Removal,300.0,1.0,300.0,,300.0,Full Time Member Weekday Rate - Partner Discount
215006-2 BGC Comm Meeting_AV,2015-02-23,A/V Technician,40.0,4.5,180.0,,180.0,Full Time Member Weekday Rate - Partner Discount
215006-2 BGC Comm Meeting_AV,2015-02-23,Total,,,1220.0,,1130.0,Full Time Member Weekday Rate - Partner Discount
2046 GenUp Wiser,2014-05-08,On Broadway,140.0,3.0,420.0,,420.0,
2046 GenUp Wiser,2014-05-08,Set up / Break Down,35.0,2.0,70.0,,70.0,
2046 GenUp Wiser,2014-05-08,Standard Cleaning Fee,150.0,,,,150.0,
2046 GenUp Wiser,2014-05-08,Large Party Cleaning Fee,300.0,,,,0.0,
2046 GenUp Wiser,2014-05-08,A/V Technician,40.0,,,,0.0,
2046 GenUp Wiser,2014-05-08,Total,,,,,640.0,
2160 OPEN,2014-10-08,On Broadway,180.0,2.0,360.0,,360.0,Full Time Member Weekday Rate
2160 OPEN,2014-10-08,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Weekday Rate
2160 OPEN,2014-10-08,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
2160 OPEN,2014-10-08,Total,,,710.0,,710.0,Full Time Member Weekday Rate
2147 Beyond the Culture_Nov,2014-11-03,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2147 Beyond the Culture_Nov,2014-11-10,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2147 Beyond the Culture_Nov,2014-11-17,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2147 Beyond the Culture_Nov,2014-11-17,Total,,,337.5,,337.5,Full Time Member Weekday Rate
415017-2 Loudspeaker Films ,2015-05-09,On Broadway,225.0,2.0,450.0,,450.0,Part Time Member Weekend Rate
415017-2 Loudspeaker Films ,2015-05-09,Set Up & Reset,50.0,2.5,125.0,,125.0,Part Time Member Weekend Rate
415017-2 Loudspeaker Films ,2015-05-09,IHO Staffing,40.0,4.5,180.0,,180.0,Part Time Member Weekend Rate
415017-2 Loudspeaker Films ,2015-05-09,A/V Sound Technician  ,40.0,5.0,200.0,,200.0,Part Time Member Weekend Rate
415017-2 Loudspeaker Films ,2015-05-09,Janitorial Service,250.0,1.0,250.0,,250.0,Part Time Member Weekend Rate
415017-2 Loudspeaker Films ,2015-05-09,Compostables,66.49,1.0,66.49,,66.49,Part Time Member Weekend Rate
415017-2 Loudspeaker Films ,2015-05-09,Total,,,1271.49,,1271.49,Part Time Member Weekend Rate
515002 Racial Equitecture,2015-05-27,Gallery,60.0,3.5,210.0,,210.0,Full Time Member Weekday Rate
515002 Racial Equitecture,2015-06-03,Gallery,60.0,3.5,210.0,,210.0,Full Time Member Weekday Rate
515002 Racial Equitecture,2015-06-10,Gallery,60.0,3.5,210.0,,210.0,Full Time Member Weekday Rate
515002 Racial Equitecture,2015-06-17,Gallery,60.0,3.5,210.0,,210.0,Full Time Member Weekday Rate
515002 Racial Equitecture,2015-06-24,Gallery,60.0,3.5,210.0,,210.0,Full Time Member Weekday Rate
515002 Racial Equitecture,2015-06-24,Total,,,1050.0,,1050.0,Full Time Member Weekday Rate
2129 Women 2.0_2nd,2014-09-04,On Broadway,295.0,2.0,590.0,1.0,0.0,Non Member Weekday Rate - Partner Discount
2129 Women 2.0_2nd,2014-09-04,Early Set Up Fee,,1.0,,,0.0,Non Member Weekday Rate - Partner Discount
2129 Women 2.0_2nd,2014-09-04,Set Up & Break Down,50.0,1.5,75.0,1.0,0.0,Non Member Weekday Rate - Partner Discount
2129 Women 2.0_2nd,2014-09-04,Large Party Janitorial Fee,,1.0,,,0.0,Non Member Weekday Rate - Partner Discount
2129 Women 2.0_2nd,2014-09-04,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekday Rate - Partner Discount
2129 Women 2.0_2nd,2014-09-04,Total,,,965.0,,300.0,Non Member Weekday Rate - Partner Discount
2154 Honeyman,2014-11-10,On Broadway,295.0,2.0,590.0,0.25,442.5,Non Member Weekday Rate - Partner discount
2154 Honeyman,2014-11-10,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate - Partner discount
2154 Honeyman,2014-11-10,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekday Rate - Partner discount
2154 Honeyman,2014-11-10,Total,,,990.0,,842.5,Non Member Weekday Rate - Partner discount
2100 Brown Sugar Kitchen,2014-09-08,On Broadway,225.0,4.0,900.0,,900.0,Part Time Member Weekday Rate
2100 Brown Sugar Kitchen,2014-09-08,Atrium,150.0,4.0,600.0,,600.0,Part Time Member Weekday Rate
2100 Brown Sugar Kitchen,2014-09-08,Set Up & Break Down,50.0,3.5,175.0,,175.0,Part Time Member Weekday Rate
2100 Brown Sugar Kitchen,2014-09-08,Large Party Cleaning Fee,500.0,1.0,500.0,,500.0,Part Time Member Weekday Rate
2100 Brown Sugar Kitchen,2014-09-08,A/V Technician,40.0,,,,0.0,Part Time Member Weekday Rate
2100 Brown Sugar Kitchen,2014-09-08,Total,,,,,2175.0,Part Time Member Weekday Rate
615005-2 Food First,2015-10-16,On Broadway,255.0,3.0,765.0,,765.0,Part Time Member Weekend Rate - multi room discount
615005-2 Food First,2015-10-16,Jingletown Lounge,145.0,3.0,435.0,0.5,217.5,Part Time Member Weekend Rate - multi room discount
615005-2 Food First,2015-10-16,Set Up & Break Down,75.0,2.5,187.5,,187.5,Part Time Member Weekend Rate - multi room discount
615005-2 Food First,2015-10-16,IHO Staffing,40.0,5.5,220.0,,220.0,Part Time Member Weekend Rate - multi room discount
615005-2 Food First,2015-10-16,Standard Janitorial Fee/Waste Removal,350.0,1.0,350.0,,350.0,Part Time Member Weekend Rate - multi room discount
615005-2 Food First,2015-10-16,A/V Technician,40.0,1.0,40.0,,40.0,Part Time Member Weekend Rate - multi room discount
615005-2 Food First,2015-10-16,Total,,,1997.5,,1780.0,Part Time Member Weekend Rate - multi room discount
2194 AAMA_Report Out,2015-01-15,On Broadway,315.0,2.0,630.0,0.25,472.5,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,Atrium,195.0,2.0,390.0,0.25,292.5,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,Jingletown Lounge,150.0,2.0,300.0,0.25,225.0,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,OMI Gallery,115.0,2.0,230.0,1.0,0.0,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,Uptown,85.0,2.0,170.0,0.25,127.5,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,Set Up & Break Down,75.0,2.0,150.0,,150.0,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,Site Manager,30.0,4.0,120.0,,120.0,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Non Member Weekday Rate -- Partnership
2194 AAMA_Report Out,2015-01-15,Total,,,2490.0,,1887.5,Non Member Weekday Rate -- Partnership
2065 FilmUpFilmFest,2014-05-28,Omi Gallery,60.0,2.0,120.0,,120.0,Full Time Member Weekday Rate
2065 FilmUpFilmFest,2014-05-28,Set Up & Break Down,25.0,1.5,37.5,,37.5,Full Time Member Weekday Rate
2065 FilmUpFilmFest,2014-05-28,Standard Cleaning Fee,0.0,1.0,0.0,1.0,0.0,Full Time Member Weekday Rate
2065 FilmUpFilmFest,2014-05-28,Total,,,,,157.5,Full Time Member Weekday Rate
315001 Presidio Kunstler ,2015-04-09,On Broadway,180.0,1.5,270.0,0.15,229.5,Full Time Member Weekday Rate -- Multi-Room Discount
315001 Presidio Kunstler ,2015-04-09,Atrium,110.0,1.5,165.0,0.15,140.25,Full Time Member Weekday Rate -- Multi-Room Discount
315001 Presidio Kunstler ,2015-04-09,OMI Gallery,60.0,2.75,165.0,0.15,140.25,Full Time Member Weekday Rate -- Multi-Room Discount
315001 Presidio Kunstler ,2015-04-09,Set Up & Reset,75.0,2.5,187.5,,187.5,Full Time Member Weekday Rate -- Multi-Room Discount
315001 Presidio Kunstler ,2015-04-09,IHO Staffing,40.0,4.75,190.0,,190.0,Full Time Member Weekday Rate -- Multi-Room Discount
315001 Presidio Kunstler ,2015-04-09,Large Party Janitorial Fee,300.0,1.0,300.0,,300.0,Full Time Member Weekday Rate -- Multi-Room Discount
315001 Presidio Kunstler ,2015-04-09,A/V Technician,40.0,3.0,120.0,,120.0,Full Time Member Weekday Rate -- Multi-Room Discount
315001 Presidio Kunstler ,2015-04-09,Total,,,1397.5,,1307.5,Full Time Member Weekday Rate -- Multi-Room Discount
2168 PPGBA_OnBroadway,2014-11-20,On Broadway,225.0,3.0,675.0,,675.0,Part Time Member Weekday Rate
2168 PPGBA_OnBroadway,2014-11-20,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part Time Member Weekday Rate
2168 PPGBA_OnBroadway,2014-11-20,Standard Janitorial Fee,150.0,1.0,150.0,,150.0,Part Time Member Weekday Rate
2168 PPGBA_OnBroadway,2014-11-20,Total,,,925.0,,925.0,Part Time Member Weekday Rate
115014 Debby Irving,2015-02-12,On Broadway,180.0,2.0,360.0,,360.0,Full Member Weekday Rate - 50/50 Rev Share
115014 Debby Irving,2015-02-12,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Member Weekday Rate - 50/50 Rev Share
115014 Debby Irving,2015-02-12,Site Manager,30.0,4.0,120.0,,120.0,Full Member Weekday Rate - 50/50 Rev Share
115014 Debby Irving,2015-02-12,Total,,,580.0,,580.0,Full Member Weekday Rate - 50/50 Rev Share
2095 Prajekt,Every Tuesday,Uptown Room,40.0,2.0,80.0,,560.0,Full Time Member Weekday Rate - Recurring Event Discount
2095 Prajekt,8/26-10/7,Total,,,,,560.0,Full Time Member Weekday Rate - Recurring Event Discount
2138 Linda Curtis,2014-09-24,OMI Gallery,115.0,1.5,172.5,,172.5,Non Member Weekday Rate
2138 Linda Curtis,2014-09-24,Set Up & Break Down,30.0,1.0,30.0,,30.0,Non Member Weekday Rate
2138 Linda Curtis,2014-09-24,Total,,,202.5,,202.5,Non Member Weekday Rate
2188 BGC_volunteertraining,2014-12-06,OMI Gallery,90.0,3.0,270.0,,270.0,Full Time Member Weekend Rate
2188 BGC_volunteertraining,2014-12-06,Uptown,855.0,,,,0.0,Full Time Member Weekend Rate
2188 BGC_volunteertraining,2014-12-06,East Oakland,35.0,1.0,35.0,,35.0,Full Time Member Weekend Rate
2188 BGC_volunteertraining,2014-12-06,Set Up & Break Down,75.0,2.0,150.0,,150.0,Full Time Member Weekend Rate
